time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-11-15T19:28:25.937Z,38.2014,-117.8786,8.2,2.5,ml,20,84.6,0.084,0.1476,nn,nn00851327,2022-11-15T19:59:11.800Z,"29 km SE of Mina, Nevada",earthquake,,1.4,0.41,7,reviewed,nn,nn
2022-11-15T10:49:13.730Z,35.28233333,-98.01733333,7.9,2.92,ml,96,33,0,0.17,ok,ok2022wjvk,2022-11-15T23:59:43.704Z,"7 km WSW of Minco, Oklahoma",earthquake,,0.3,0.27,54,reviewed,ok,ok
2022-11-15T10:40:53.304Z,31.56097224,-104.1038136,7.057055663999999,2.7,ml,52,64,0.02548645478,0.2,tx,tx2022wjvc,2022-11-15T15:03:50.040Z,"40 km NW of Toyah, Texas",earthquake,0.7029365232,0.6117183872,0.1,29,reviewed,tx,tx
2022-11-15T04:01:52.499Z,39.3318,-117.4792,9.2,3,ml,12,72.82,0.496,0.123,nn,nn00851287,2022-11-16T03:50:45.040Z,"37 km WNW of Kingston, Nevada",earthquake,,1.9,0.05,2,reviewed,nn,nn
2022-11-15T02:23:33.302Z,45.7212,-73.6966,7.952,3,mb_lg,28,82,0.227,0.39,us,us7000iprx,2022-11-20T03:22:50.714Z,"4 km WNW of Terrebonne, Canada",earthquake,1.85,7.558,0.073,50,reviewed,us,us
2022-11-14T20:29:54.130Z,38.8171667,-122.7993333,3.39,2.69,md,44,32,,0.03,nc,nc73805095,2022-11-22T18:41:37.040Z,"6km NW of The Geysers, CA",earthquake,0.18,0.31,0.279,28,reviewed,nc,nc
2022-11-14T20:27:18.830Z,38.82,-122.793,2.92,2.96,md,85,26,,0.05,nc,nc73805070,2022-11-20T17:42:17.449Z,"6km NNW of The Geysers, CA",earthquake,0.1,0.16,0.155,117,reviewed,nc,nc
2022-11-14T17:49:33.720Z,36.3831666666667,-90.9101666666667,11.55,2.5,md,6,194,0.1026,0.16,nm,nm60500008,2022-11-29T13:42:20.750Z,"4 km SSW of Maynard, Arkansas",earthquake,1.36,1.57,0.0744497332697791,4,reviewed,nm,nm
2022-11-14T15:45:04.890Z,44.7905,-110.8218333,7.63,2.59,ml,26,103,0.02053,0.21,uu,uu60524952,2022-11-14T17:00:54.040Z,"Wyoming",earthquake,0.46,0.7,0.286,5,reviewed,uu,uu
2022-11-14T14:11:53.427Z,32.27325439,-101.9349038,7.898885091,2.9,ml,38,84,0.04585723204,0.2,tx,tx2022wigo,2022-11-20T18:23:58.040Z,"21 km NW of Stanton, Texas",earthquake,1.363739816,0.785767704,0.2,33,reviewed,tx,tx
2022-11-14T05:36:13.104Z,44.3576,-115.1455,10,2.6,ml,12,67,0.951,0.26,us,us7000ipke,2022-11-14T12:41:28.040Z,"22 km NW of Stanley, Idaho",earthquake,1.88,2.012,0.048,56,reviewed,us,us
2022-11-13T18:43:11.714Z,32.6524,-93.9825,5,3,mb_lg,26,130,0.417,0.45,us,us7000iphl,2022-11-17T01:28:08.189Z,"4 km SSW of Mooringsport, Louisiana",earthquake,4.33,1.99,0.071,124,reviewed,us,us
2022-11-13T12:14:56.703Z,31.68403456,-104.3844888,7.416967772999999,2.5,ml,48,68,0.03549705828,0.2,tx,tx2022wghf,2022-11-15T05:32:56.040Z,"54 km S of Whites City, New Mexico",earthquake,0.6586702128000002,0.8047854906,0.1,27,reviewed,tx,tx
2022-11-13T06:46:45.620Z,31.56471977,-104.1141859,6.812829589999999,2.6,ml,62,65,0.01674516626,0.2,tx,tx2022wfwk,2022-11-14T16:50:19.845Z,"41 km NW of Toyah, Texas",earthquake,0.5207680131,0.5320387458,0.1,36,reviewed,tx,tx
2022-11-13T06:41:59.751Z,31.56818731,-104.1093671,7.04420166,2.6,ml,68,54,0.01723427504,0.2,tx,tx2022wfwf,2022-11-14T18:32:06.280Z,"41 km NW of Toyah, Texas",earthquake,0.4744768862,0.5376528799,0.1,36,reviewed,tx,tx
2022-11-13T04:36:24.265Z,31.65098384,-104.2173573,6.851391602,3.3,ml,25,64,0.0454918935,0.2,tx,tx2022wfsc,2022-11-16T21:45:43.175Z,"54 km NW of Toyah, Texas",earthquake,0.7976126288,0.9309969014000001,0.2,22,reviewed,tx,tx
2022-11-13T04:32:11.549Z,31.64823732,-104.2151853,8.033959961,2.8,ml,42,64,0.04841817538,0.2,tx,tx2022wfry,2022-11-13T07:16:36.986Z,"54 km NW of Toyah, Texas",earthquake,0.7425291381,0.7985719206,0.2,32,reviewed,tx,tx
2022-11-12T17:06:55.630Z,36.8175,-121.5528333,6.37,2.73,md,82,27,0.02875,0.18,nc,nc73804360,2022-11-22T02:56:14.699Z,"3km SSW of San Juan Bautista, CA",earthquake,0.2,0.41,0.135,89,reviewed,nc,nc
2022-11-12T14:01:55.063Z,44.2666,-115.1034,10,3,ml,17,67,0.862,0.5,us,us7000ipb5,2022-11-15T06:00:40.796Z,"14 km WNW of Stanley, Idaho",earthquake,2.19,2.012,0.037,94,reviewed,us,us
2022-11-12T13:45:07.260Z,41.5125,-112.1813333,10.07,3.58,ml,30,67,0.09341,0.15,uu,uu60524772,2022-11-19T00:22:15.137Z,"7 km SW of Corinne, Utah",earthquake,0.29,1.28,0.141,23,reviewed,uu,uu
2022-11-12T13:11:22.400Z,38.5111667,-119.5185,4.48,3.09,ml,24,83,0.03055,0.07,nc,nc73804285,2022-11-13T00:52:13.223Z,"3km W of Walker, CA",earthquake,0.19,0.37,0.152,54,reviewed,nc,nc
2022-11-12T10:20:31.090Z,31.5266667,-115.7781667,17.69,2.78,ml,12,149,0.1349,0.21,ci,ci40131415,2022-11-13T18:21:06.974Z,"78km ESE of Maneadero, B.C., MX",earthquake,0.8,0.9,0.14,53,reviewed,ci,ci
2022-11-12T09:58:48.186Z,43.8328,-109.2494,10.289,3.5,ml,68,35,1.006,0.61,us,us7000ip9u,2022-11-13T10:01:51.489Z,"45 km NE of Dubois, Wyoming",earthquake,2.89,8.476,0.051,50,reviewed,us,us
2022-11-12T09:30:12.610Z,38.1878,-117.8543,6.2,2.5,ml,14,55.2,0.096,0.1476,nn,nn00851168,2022-11-14T17:42:35.654Z,"31 km SE of Mina, Nevada",earthquake,,2.1,0.22,7,reviewed,nn,nn
2022-11-12T04:31:09.900Z,37.8308333,-122.0476667,9.69,2.71,md,134,35,0.0188,0.17,nc,nc73804110,2022-11-20T08:21:10.290Z,"2km SSW of Alamo, CA",earthquake,0.12,0.22,0.154,145,reviewed,nc,nc
2022-11-12T04:13:23.760Z,32.22198486,-103.0796256,6.871785482,2.6,ml,28,49,0.3008025442,0.2,tx,tx2022wdvv,2022-11-14T21:26:38.143Z,"16 km NE of Jal, New Mexico",earthquake,1.318796567,2.378447592,0.1,17,reviewed,tx,tx
2022-11-11T12:05:35.820Z,35.8905,-117.7288333,2.73,2.8,ml,35,54,0.08685,0.15,ci,ci40131063,2022-11-14T08:26:41.040Z,"17km ESE of Little Lake, CA",earthquake,0.18,0.32,0.162,24,reviewed,ci,ci
2022-11-11T11:16:19.920Z,35.7415,-117.5666667,3.56,3.19,ml,45,70,0.07821,0.15,ci,ci40131047,2022-11-14T08:24:46.040Z,"15km W of Searles Valley, CA",earthquake,0.14,0.5,0.122,222,reviewed,ci,ci
2022-11-11T06:16:59.080Z,35.8008333,-90.1481667,6.03,2.5,md,38,44,0.01682,0.22,nm,nm60415501,2022-11-23T13:01:08.040Z,"8 km S of Manila, Arkansas",earthquake,0.31,0.65,0.118,35,reviewed,nm,nm
2022-11-11T06:09:30.880Z,36.3435,-89.433,4.38,3.19,md,57,35,0.05148,0.17,nm,nm60415496,2022-11-23T12:58:30.040Z,"5 km SE of Tiptonville, Tennessee",earthquake,0.18,0.26,0.152904569240703,44,reviewed,nm,nm
2022-11-11T04:08:15.403Z,31.10995141,-103.2439976,2.738110352,2.7,ml,31,60,0.01656245167,0.2,tx,tx2022wcaa,2022-11-17T00:23:49.322Z,"western Texas",earthquake,1.302371046,0.8206471409000001,0.2,19,reviewed,tx,tx
2022-11-10T23:25:48.950Z,34.72283333,-98.48466667,20.94,2.76,ml,101,95,0.2447519713,0.43,ok,ok2022wbqv,2022-11-20T03:58:01.040Z,"1 km ESE of Medicine Park, Oklahoma",earthquake,,0.7,0.25,30,reviewed,ok,ok
2022-11-10T13:29:43.910Z,38.8085,-122.735,2.41,2.61,md,82,52,0.01222,0.07,nc,nc73803290,2022-11-17T07:47:13.991Z,"2km SW of Cobb, CA",earthquake,0.11,0.17,0.14,71,reviewed,nc,nc
2022-11-10T06:04:24.936Z,31.61005255,-104.3069072,7.57121582,2.7,ml,53,60,0.07130471104,0.2,tx,tx2022waim,2022-11-10T18:19:04.790Z,"58 km WNW of Toyah, Texas",earthquake,0.645621705,0.8041388661999999,0,6,reviewed,tx,tx
2022-11-10T02:34:13.443Z,40.1488,-119.1397,8.2,2.5,ml,13,199.96,0.453,0.1773,nn,nn00850988,2022-11-14T00:44:25.040Z,"39 km NNE of Nixon, Nevada",earthquake,,1.2,0.31,7,reviewed,nn,nn
2022-11-10T00:06:43.616Z,40.1662,-119.1438,13,2.5,ml,8,186.55,0.45,0.1776,nn,nn00850964,2022-11-25T22:49:44.040Z,"41 km NNE of Nixon, Nevada",earthquake,,1.6,0.36,4,reviewed,nn,nn
2022-11-09T22:56:27.510Z,31.5633333,-115.6926667,4.02,2.97,ml,11,114,0.1883,0.07,ci,ci40130535,2022-11-25T22:30:21.040Z,"84km ESE of Maneadero, B.C., MX",earthquake,0.36,1.09,0.148,52,reviewed,ci,ci
2022-11-09T21:51:19.190Z,34.944,-97.62583333,10.88,2.71,ml,100,35,0.03599293696,0.26,ok,ok2022vzsf,2022-11-24T05:18:50.200Z,"9 km S of Dibble, Oklahoma",earthquake,,0.7,0.19,36,reviewed,ok,ok
2022-11-09T13:48:48.770Z,40.1633,-119.1358,8,2.6,ml,11,186.48,0.456,0.1326,nn,nn00850892,2022-11-11T06:19:11.040Z,"41 km NNE of Nixon, Nevada",earthquake,,1.4,0.25,7,reviewed,nn,nn
2022-11-09T10:12:07.123Z,31.5097,-115.6351,18.894,2.7,ml,34,102,0.173,0.74,us,us7000inhp,2022-11-23T11:41:33.741Z,"61 km ENE of San Vicente, Mexico",earthquake,2.3,6.89,0.057,40,reviewed,us,us
2022-11-08T17:56:22.310Z,31.6668,-104.3661,7.25,2.7,ml,51,48,0.057,0.56,us,us7000inc3,2022-11-09T21:40:07.791Z,"56 km S of Whites City, New Mexico",earthquake,1.23,2.337,0.062,95,reviewed,us,us
2022-11-08T17:35:07.270Z,40.2838333,-124.4176667,8.5,2.53,md,26,238,0.05761,0.15,nc,nc73802800,2022-11-09T09:31:13.077Z,"12km WSW of Petrolia, CA",earthquake,0.59,0.37,0.123,35,reviewed,nc,nc
2022-11-08T16:35:25.910Z,39.6085,-120.3948333,-1.58,2.76,md,25,63,0.1336,0.12,nc,nc73802785,2022-11-15T14:40:08.040Z,"15km WSW of Loyalton, CA",earthquake,0.23,1.26,0.146,61,reviewed,nc,nc
2022-11-08T15:26:06.880Z,39.4851667,-123.115,3.83,2.63,md,46,71,0.09427,0.08,nc,nc73802750,2022-11-09T00:08:13.625Z,"16km WNW of Lake Pillsbury, CA",earthquake,0.15,0.54,0.235,51,reviewed,nc,nc
2022-11-08T13:42:31.680Z,40.1563,-119.1389,7,2.5,ml,13,104.06,0.454,0.2315,nn,nn00850814,2022-11-08T16:48:21.040Z,"40 km NNE of Nixon, Nevada",earthquake,,1.8,0.22,8,reviewed,nn,nn
2022-11-08T11:57:11.424Z,31.66201297,-104.3783731,6.697143555000001,3.3,ml,27,66,0.04611814088,0.4,tx,tx2022vxcy,2022-11-08T22:19:53.174Z,"56 km S of Whites City, New Mexico",earthquake,1.054774604,1.093573855,0.2,20,reviewed,tx,tx
2022-11-08T03:50:53.985Z,40.172,-119.148,8.3,3.3,ml,24,57.64,0.447,0.1429,nn,nn00850805,2022-11-09T02:51:22.040Z,"41 km NNE of Nixon, Nevada",earthquake,,0.8,0.28,8,reviewed,nn,nn
2022-11-08T00:14:02.870Z,31.5643333,-115.6708333,0.74,2.65,ml,10,128,0.1977,0.09,ci,ci40130079,2022-11-10T19:01:14.204Z,"86km E of Maneadero, B.C., MX",earthquake,0.46,0.83,0.146,41,reviewed,ci,ci
2022-11-07T19:41:35.350Z,38.5181667,-119.5206667,4.61,3.23,ml,22,96,0.03226,0.05,nc,nc73802520,2022-11-21T19:37:37.040Z,"4km W of Walker, CA",earthquake,0.2,0.33,0.24,30,reviewed,nc,nc
2022-11-07T19:38:53.130Z,39.7935,-123.1898333,5.85,2.51,md,42,40,0.09883,0.14,nc,nc73802510,2022-11-21T19:24:00.040Z,"5km E of Covelo, CA",earthquake,0.21,0.46,0.104,42,reviewed,nc,nc
2022-11-07T19:32:58.440Z,38.5203333,-119.5126667,4.55,2.88,md,20,103,0.02641,0.05,nc,nc73802505,2022-11-21T19:31:58.040Z,"3km WNW of Walker, CA",earthquake,0.2,0.34,0.159,53,reviewed,nc,nc
2022-11-07T15:15:03.090Z,31.65135131,-104.3180018,7.468383789,3.5,ml,36,128,0.0496107281,0.3,tx,tx2022vvod,2022-11-14T21:21:55.828Z,"58 km S of Whites City, New Mexico",earthquake,0.8618272423999999,0.9912782859,0.2,26,reviewed,tx,tx
2022-11-07T13:13:52.350Z,32.727,-118.2761667,5.85,2.63,ml,32,223,0.3399,0.26,ci,ci40129991,2022-11-07T18:30:08.040Z,"12km SSE of San Clemente Is. (SE tip), CA",earthquake,0.55,31.61,0.137,128,reviewed,ci,ci
2022-11-07T10:43:04.488Z,43.0277,-111.593,10,3.1,ml,35,63,0.447,0.51,us,us7000in1y,2022-11-14T09:08:40.040Z,"41 km N of Soda Springs, Idaho",earthquake,3.31,2.01,0.042,74,reviewed,us,us
2022-11-07T06:09:33.679Z,36.53883333,-98.96366667,6.64,2.51,ml,90,47,0,0.2,ok,ok2022vuwd,2022-11-08T14:29:10.433Z,"8 km WSW of Waynoka, Oklahoma",earthquake,,0.3,0.28,25,reviewed,ok,ok
2022-11-07T05:13:56.560Z,31.5623333,-115.6716667,0.39,2.5,ml,11,107,0.1956,0.07,ci,ci40129879,2022-11-07T17:40:03.890Z,"86km E of Maneadero, B.C., MX",earthquake,0.34,0.62,0.09,37,reviewed,ci,ci
2022-11-07T05:10:26.660Z,31.509,-115.782,21.56,3.81,ml,9,164,0.1173,0.14,ci,ci40129871,2022-11-08T05:13:42.643Z,"78km ESE of Maneadero, B.C., MX",earthquake,0.62,0.85,0.152,76,reviewed,ci,ci
2022-11-07T04:59:02.620Z,31.5571667,-115.6993333,7.04,4.04,mw,14,87,0.1804,0.1,ci,ci40129847,2022-11-24T00:05:10.070Z,"84km ESE of Maneadero, B.C., MX",earthquake,0.22,0.92,,6,reviewed,ci,ci
2022-11-07T04:52:55.210Z,31.5536667,-115.7113333,8.36,3.69,ml,14,91,0.1733,0.2,ci,ci40129839,2022-11-15T06:13:14.040Z,"83km ESE of Maneadero, B.C., MX",earthquake,0.36,1.39,0.139,86,reviewed,ci,ci
2022-11-07T04:50:33.060Z,31.5138333,-115.7966667,19.58,3.1,ml,9,172,0.1225,0.2,ci,ci40129831,2022-11-15T06:09:45.040Z,"76km ESE of Maneadero, B.C., MX",earthquake,0.89,1.41,0.114,55,reviewed,ci,ci
2022-11-07T04:14:51.182Z,44.3663,-115.1659,10,3.6,ml,34,61,0.935,0.68,us,us7000in01,2022-11-17T00:36:41.185Z,"24 km NW of Stanley, Idaho",earthquake,2.88,2.011,0.03,148,reviewed,us,us
2022-11-07T02:01:27.780Z,39.4828333,-123.1165,5.62,3.76,mw,65,71,0.09557,0.08,nc,nc73804556,2022-11-17T00:29:12.113Z,"16km WNW of Lake Pillsbury, CA",earthquake,0.12,0.35,,3,reviewed,nc,nc
2022-11-06T22:54:08.509Z,34.66583333,-96.0045,23.54,2.55,ml,74,88,0.3212369623,0.29,ok,ok2022vuhu,2022-11-07T22:00:57.040Z,"2 km ENE of Wardville, Oklahoma",earthquake,,0.6,0.2,19,reviewed,ok,ok
2022-11-06T15:37:38.369Z,36.54016667,-98.96333333,6.7,2.61,ml,100,47,0,0.17,ok,ok2022vttj,2022-11-13T22:20:34.040Z,"8 km WSW of Waynoka, Oklahoma",earthquake,,0.2,0.22,21,reviewed,ok,ok
2022-11-06T11:39:53.160Z,36.9838333,-112.9426667,16.48,3.78,ml,28,87,0.102,0.24,uu,uu60523487,2022-11-22T12:06:53.304Z,"3 km ESE of Colorado City, Arizona",earthquake,0.55,0.65,0.149,25,reviewed,uu,uu
2022-11-05T20:39:33.120Z,33.8315,-118.2781667,11.22,2.69,ml,75,63,0.0384,0.27,ci,ci40129359,2022-11-23T03:54:01.040Z,"0km E of Carson, CA",earthquake,0.21,0.36,0.192,121,reviewed,ci,ci
2022-11-05T19:06:48.590Z,36.629,-121.2515,9.46,2.8,md,79,54,0.05395,0.11,nc,nc73803991,2022-11-22T23:45:39.040Z,"14km NW of Pinnacles, CA",earthquake,0.14,0.26,0.131,135,reviewed,nc,nc
2022-11-05T18:44:12.230Z,37.0878333,-91.0195,8.1,3.16,md,55,39,0.08211,0.31,nm,nm60415171,2022-11-09T03:36:32.395Z,"10 km N of Van Buren, Missouri",earthquake,0.4,0.62,0.099,37,reviewed,nm,nm
2022-11-05T10:59:26.120Z,35.647,-117.4993333,7.95,2.66,ml,38,55,0.1324,0.12,ci,ci40129239,2022-11-06T17:06:21.130Z,"16km SSW of Searles Valley, CA",earthquake,0.13,0.56,0.134,116,reviewed,ci,ci
2022-11-05T01:48:32.547Z,28.96087646,-97.99804688,4.524129232,2.8,ml,23,43,0.02079788133,0.3,tx,tx2022vqwn,2022-11-07T20:10:35.070Z,"3 km SE of Falls City, Texas",earthquake,1.563589819,1.8117303840000003,0.2,13,reviewed,tx,tx
2022-11-05T01:01:29.521Z,31.6791131,-104.4339741,5.977319336,2.5,ml,49,52,0.02301193799,0.2,tx,tx2022vquw,2022-11-10T20:01:19.538Z,"55 km S of Whites City, New Mexico",earthquake,0.7320092335,0.6817216885,0,6,reviewed,tx,tx
2022-11-04T20:27:36.120Z,38.8333333,-122.795,1.26,2.94,md,81,40,0.006238,0.07,nc,nc73803321,2022-11-05T18:36:24.040Z,"6km WNW of Cobb, CA",earthquake,0.09,0.11,0.144,62,reviewed,nc,nc
2022-11-04T20:26:32.930Z,38.8331667,-122.7961667,2.47,3.19,ml,90,22,0.006934,0.05,nc,nc73803326,2022-11-05T01:40:11.850Z,"6km W of Cobb, CA",earthquake,0.09,0.12,0.198,82,reviewed,nc,nc
2022-11-04T16:57:49.704Z,44.6548,-112.5143,10.613,2.9,ml,32,48,0.105,0.65,us,us7000imjn,2022-11-26T21:37:38.067Z,"",earthquake,1.78,7.349,0.051,50,reviewed,us,us
2022-11-04T11:46:03.760Z,37.4886667,-119.4043333,21.94,2.55,md,46,38,0.2113,0.07,nc,nc73803131,2022-11-11T07:55:18.040Z,"28km NE of Oakhurst, CA",earthquake,0.23,0.56,0.214,63,reviewed,nc,nc
2022-11-04T10:02:46.659Z,28.1745,-112.3029,10,6.1,mww,173,90,0.853,0.71,us,us7000imgl,2022-11-07T17:11:47.771Z,"80 km SSW of Bahía de Kino, Mexico",earthquake,5.88,1.854,0.039,63,reviewed,us,us
2022-11-04T02:10:30.931Z,28.96179199,-97.98874081,2.494384766,2.7,ml,23,47,0.01651922072,0.3,tx,tx2022vpbu,2022-11-19T23:53:35.040Z,"3 km SE of Falls City, Texas",earthquake,1.553280978,2.536055324,0.2,12,reviewed,tx,tx
2022-11-04T02:09:23.887Z,28.96362305,-97.99494485,6.94514974,2.8,ml,25,37,0.02096851037,0.3,tx,tx2022vpbs,2022-11-19T23:51:09.040Z,"3 km SE of Falls City, Texas",earthquake,1.685411201,1.357081325,0.2,11,reviewed,tx,tx
2022-11-04T02:08:26.420Z,38.8363333,-122.8013333,1.81,2.83,md,83,28,0.008829,0.07,nc,nc73802826,2022-11-19T23:48:29.040Z,"7km WNW of Cobb, CA",earthquake,0.09,0.13,0.151,63,reviewed,nc,nc
2022-11-03T21:25:57.820Z,28.98834229,-98.03527114,2.469930013,3,ml,26,34,0.06341651031,0.3,tx,tx2022vosj,2022-11-15T02:28:38.040Z,"1 km WNW of Falls City, Texas",earthquake,1.921158495,1.937869237,0.1,13,reviewed,tx,tx
2022-11-03T19:34:10.629Z,31.1644,-116.7074,10,3.3,ml,14,273,0.702,0.49,us,us7000ima7,2022-11-08T21:54:39.040Z,"47 km WSW of San Vicente, Mexico",earthquake,3.82,1.951,0.066,30,reviewed,us,us
2022-11-03T19:11:09.480Z,31.5301667,-115.7598333,16.86,3.27,ml,13,127,0.1399,0.12,ci,ci40128775,2022-11-08T21:42:23.040Z,"79km ESE of Maneadero, B.C., MX",earthquake,0.49,0.63,0.165,132,reviewed,ci,ci
2022-11-03T19:09:03.270Z,31.5638333,-115.6906667,1.67,3.1,ml,15,86,0.1895,0.09,ci,ci40128767,2022-11-08T21:56:00.040Z,"85km ESE of Maneadero, B.C., MX",earthquake,0.21,0.4,0.149,82,reviewed,ci,ci
2022-11-03T15:45:22.480Z,37.43,-121.7728333,8.78,2.8,md,121,31,0.05233,0.08,nc,nc73802691,2022-11-08T17:53:47.793Z,"9km NE of Alum Rock, CA",earthquake,0.08,0.2,0.129,140,reviewed,nc,nc
2022-11-03T14:56:43.397Z,31.16813827,-103.264417,1.118505859,2.5,ml,29,43,0.01937004701,0.2,tx,tx2022vofn,2022-11-03T17:48:08.855Z,"20 km WSW of Coyanosa, Texas",earthquake,0.758583969,0.8042793036,0.1,12,reviewed,tx,tx
2022-11-02T20:54:50.475Z,31.61903434,-104.0946022,6.658581543,2.5,ml,41,52,0.0294235517,0.2,tx,tx2022vmvv,2022-11-03T19:25:21.096Z,"western Texas",earthquake,0.5093364725,0.5285228202999999,0,7,reviewed,tx,tx
2022-11-02T20:29:25.306Z,43.8693,-108.0343,5,3.3,ml,12,172,1.532,0.97,us,us7000im1p,2022-11-07T20:26:04.040Z,"7 km SSW of South Flat, Wyoming",earthquake,2.24,1.95,0.043,71,reviewed,us,us
2022-11-02T17:04:43.329Z,38.3919,-96.8816,5,2.5,mb_lg,29,95,0.739,0.48,us,us7000im0p,2022-11-07T19:41:30.219Z,"12 km ENE of Marion, Kansas",earthquake,3.65,2.002,0.083,38,reviewed,us,us
2022-11-02T16:44:57.930Z,41.5028333,-112.1756667,7.16,2.69,ml,38,64,0.1039,0.21,uu,uu60523002,2022-11-28T02:03:13.040Z,"Utah",earthquake,0.34,0.69,0.166,16,reviewed,uu,uu
2022-11-02T15:21:32.224Z,38.4013,-96.8417,5,2.8,mb_lg,31,93,0.722,0.36,us,us7000ilyv,2022-11-14T06:20:49.040Z,"Kansas",earthquake,2.13,1.982,0.065,61,reviewed,us,us
2022-11-02T11:12:23.440Z,37.3086662,-121.677002,7.16,2.83,md,70,39,0.04286,0.06,nc,nc73802391,2022-11-13T06:59:49.040Z,"14km E of Seven Trees, CA",earthquake,0.13,0.27,0.13,93,automatic,nc,nc
2022-11-02T07:54:49.065Z,30.2041626,-104.6552258,0.0244547526,2.6,ml,35,255,0.6484753909,0.3,tx,tx2022vlwb,2022-11-02T19:37:46.278Z,"45 km SSW of Valentine, Texas",earthquake,2.369528486,0.523369588,0,6,reviewed,tx,tx
2022-11-02T05:52:09.714Z,32.5882,-109.023,5,3,ml,13,143,1.047,0.27,us,us7000ilx8,2022-11-30T15:01:00.866Z,"Arizona",earthquake,4.74,1.942,0.091,16,reviewed,us,us
2022-11-02T05:30:37.615Z,32.5442,-109.0157,5,3.1,ml,12,145,1.04,0.6,us,us7000ilx1,2022-11-30T14:50:00.632Z,"15 km S of Virden, New Mexico",earthquake,3.41,1.948,0.097,14,reviewed,us,us
2022-11-02T04:58:23.840Z,36.6871667,-121.3175,3.1,2.54,md,50,89,0.03088,0.1,nc,nc73802331,2022-11-15T01:15:54.040Z,"11km S of Tres Pinos, CA",earthquake,0.2,0.39,0.249,55,reviewed,nc,nc
2022-11-02T04:37:04.970Z,42.27166666666667,-124.57966666666667,22.63,2.9,ml,15,244,0.1793,0.23,uw,uw61890796,2022-11-02T16:47:28.918Z,"15 km W of Pistol River, Oregon",earthquake,1.6,0.61,0.16613051252821398,11,reviewed,uw,uw
2022-11-01T18:54:42.819Z,29.25750732,-97.46036305,6.089233398,2.9,ml,19,65,0.03969028931,0.3,tx,tx2022vkwj,2022-11-01T20:13:58.040Z,"17 km E of Smiley, Texas",earthquake,2.173629077,2.343348904,0.1,10,reviewed,tx,tx
2022-11-01T07:17:38.387Z,28.1628,-111.7582,10,4.2,mb,41,106,0.943,1.2,us,us7000iln9,2022-11-29T12:51:14.179Z,"",earthquake,10.13,1.832,0.216,6,reviewed,us,us
2022-11-01T06:58:59.430Z,36.9053,-104.82,3.248,2.6,ml,23,71,0.109,0.46,us,us7000iln8,2022-11-06T05:01:34.040Z,"25 km SSW of Segundo, Colorado",earthquake,5.28,6.597,0.053,46,reviewed,us,us
2022-11-01T05:23:47.890Z,33.7098333,-119.2718333,1.88,2.79,ml,21,180,0.4354,0.21,ci,ci40127943,2022-11-04T07:35:16.040Z,"33km NW of Santa Barbara Is., CA",earthquake,0.65,1.88,0.137,110,reviewed,ci,ci
2022-10-31T23:01:09.629Z,44.3927,-115.2615,10,3,ml,22,58,0.872,0.85,us,us7000ills,2022-11-28T04:06:37.040Z,"32 km NW of Stanley, Idaho",earthquake,4.77,2.012,0.042,76,reviewed,us,us
2022-10-31T22:53:45.650Z,35.974,-117.3248333,2.7,2.86,ml,38,56,0.08946,0.14,ci,ci40127847,2022-11-08T05:11:31.040Z,"24km NNE of Trona, CA",earthquake,0.16,0.43,0.13,25,reviewed,ci,ci
2022-10-31T21:25:59.414Z,31.61580046,-104.2655282,7.57121582,2.6,ml,42,70,0.0558968268,0.2,tx,tx2022vjfw,2022-11-28T01:28:08.040Z,"55 km NW of Toyah, Texas",earthquake,0.6431311491,0.8691278185,0.2,25,reviewed,tx,tx
2022-10-31T16:21:52.452Z,29.24102783,-97.46863511,2.469930013,2.6,ml,17,72,0.05140404113,0.2,tx,tx2022vivv,2022-11-07T20:55:41.040Z,"Southern Texas",earthquake,1.367796349,1.520448342,0,6,reviewed,tx,tx
2022-10-31T10:22:03.656Z,44.3375,-115.0637,10,2.5,ml,13,66,0.906,0.72,us,us7000ilg8,2022-11-01T13:35:16.040Z,"16 km NW of Stanley, Idaho",earthquake,2.09,1.993,0.091,16,reviewed,us,us
2022-10-31T08:56:31.637Z,32.00623877,-103.8406251,9.730688477,2.7,ml,77,48,0.0340414831,0.3,tx,tx2022vigy,2022-11-30T14:30:33.040Z,"32 km SE of Malaga, New Mexico",earthquake,0.7659687075,0.5743185435,0.1,41,reviewed,tx,tx
2022-10-31T07:20:59.600Z,37.3158333,-121.6805,7.25,2.83,md,124,28,0.03972,0.08,nc,nc73801601,2022-11-30T09:58:13.040Z,"14km ESE of Alum Rock, CA",earthquake,0.08,0.2,0.158,184,reviewed,nc,nc
2022-10-31T06:11:47.166Z,31.50369418,-104.0615686,6.697143555000001,2.8,ml,36,66,0.07987959381,0.4,tx,tx2022vibr,2022-10-31T07:08:20.040Z,"33 km NW of Toyah, Texas",earthquake,0.8837237952,0.9342804610999998,0.2,21,reviewed,tx,tx
2022-10-31T06:06:32.330Z,37.6296667,-121.8145,8.56,2.8,md,109,43,0.01842,0.17,nc,nc73801581,2022-11-30T09:34:47.040Z,"6km SE of Pleasanton, CA",earthquake,0.14,0.2,0.146,78,reviewed,nc,nc
